word,synonym
fundamental_law,constitution
United_States_Constitution,U.S._Constitution
United_States_Constitution,US_Constitution
United_States_Constitution,Constitution
United_States_Constitution,Constitution_of_the_United_States
Roman_law,Justinian_code
Roman_law,civil_law
Roman_law,jus_civile
case_law,precedent
case_law,common_law
legislation,statute_law
occupational_safety_and_health_act,federal_job_safety_law
translation,interlingual_rendition
translation,rendering
translation,version
bill,measure
decree,edict
decree,fiat
decree,order
decree,rescript
legal_separation,judicial_separation
pragmatic_sanction,pragmatic
prohibition,ban
prohibition,proscription
injunction,enjoining
injunction,enjoinment
injunction,cease_and_desist_order
permanent_injunction,final_injunction
temporary_injunction,interlocutory_injunction
brief,legal_brief
will,testament
probate,probate_will
deed,deed_of_conveyance
deed,title
trust_deed,deed_of_trust
quitclaim,quitclaim_deed
bench_warrant,arrest_warrant
cachet,lettre_de_cachet
tax_return,income_tax_return
tax_return,return
declaration_of_estimated_tax,estimated_tax_return
license,licence
license,permit
driver's_license,driver's_licence
driver's_license,driving_license
driver's_license,driving_licence
fishing_license,fishing_licence
fishing_license,fishing_permit
hunting_license,hunting_licence
hunting_license,hunting_permit
hunting_license,game_license
letter_of_marque,letters_of_marque
letter_of_marque,letter_of_mark_and_reprisal
liquor_license,liquor_licence
marriage_license,marriage_licence
marriage_license,wedding_license
marriage_license,wedding_licence
occupation_license,occupation_licence
patent,letters_patent
opinion,legal_opinion
opinion,judgment
opinion,judgement
pardon,amnesty
acquittance,release
writ,judicial_writ
certiorari,writ_of_certiorari
execution,writ_of_execution
execution,execution_of_instrument
habeas_corpus,writ_of_habeas_corpus
mandamus,writ_of_mandamus
mandate,authorization
mandate,authorisation
summons,process
subpoena,subpoena_ad_testificandum
interdict,interdiction
monition,process_of_monition
alternative_pleading,pleading_in_the_alternative
nolo_contendere,non_vult
insanity_plea,plea_of_insanity
charge,complaint
rebutter,rebuttal
surrebutter,surrebuttal
plea_bargain,plea_bargaining
legislative_act,statute
enabling_act,enabling_clause
Foreign_Intelligence_Surveillance_Act,FISA
software,software_program
software,computer_software
software,software_system
software,software_package
software,package
computer-aided_design,CAD
operating_system,OS
DOS,disk_operating_system
MS-DOS,Microsoft_disk_operating_system
UNIX,UNIX_system
UNIX,UNIX_operating_system
program,programme
program,computer_program
program,computer_programme
application,application_program
application,applications_programme
binary,binary_program
browser,web_browser
Internet_Explorer,Explorer
Internet_Explorer,IE
natural_language_processor,natural_language_processing_application
word_processor,word_processing_system
assembler,assembly_program
compiler,compiling_program
driver,device_driver
editor_program,editor
interface,user_interface
command_line_interface,CLI
graphical_user_interface,GUI
interpreter,interpretive_program
monitor_program,monitoring_program
object_program,target_program
tagger,tagging_program
part-of-speech_tagger,pos_tagger
Web_Map_Service,Web_Map_Server
spider,wanderer
sort_program,sorting_program
supervisory_program,supervisor
supervisory_program,executive_program
system_program,systems_program
system_program,systems_software
translator,translating_program
utility_program,utility
utility_program,service_program
flow_chart,flowchart
flow_chart,flow_diagram
flow_chart,flow_sheet
logic_diagram,logical_diagram
routine,subroutine
routine,subprogram
routine,procedure
routine,function
supervisory_routine,executive_routine
utility_routine,service_routine
instruction,command
instruction,statement
instruction,program_line
logic_bomb,slag_code
trojan,trojan_horse
virus,computer_virus
macro,macro_instruction
system_call,supervisor_call_instruction
software_documentation,documentation
electronic_database,on-line_database
electronic_database,computer_database
electronic_database,electronic_information_service
database_management_system,DBMS
impression,printing
variorum,variorum_edition
proof,test_copy
proof,trial_impression
collection,compendium
album,record_album
tribute_album,benefit_album
divan,diwan
florilegium,garland
florilegium,miscellany
compilation,digest
series,serial
series,serial_publication
magazine,mag
dope_sheet,scratch_sheet
pulp,pulp_magazine
slick,slick_magazine
slick,glossy
issue,number
reading,reading_material
bumf,bumph
perusal,perusing
perusal,poring_over
perusal,studying
browse,browsing
skim,skimming
message,content
message,subject_matter
message,substance
subject,topic
subject,theme
digression,aside
digression,excursus
digression,divagation
digression,parenthesis
declarative_sentence,declaratory_sentence
meaning,significance
meaning,signification
meaning,import
symbolization,symbolisation
sense,signified
word_meaning,word_sense
word_meaning,acceptation
intension,connotation
effect,essence
effect,burden
effect,core
effect,gist
amphibology,amphiboly
intent,purport
intent,spirit
moral,lesson
nuance,nicety
nuance,shade
nuance,subtlety
nuance,refinement
crux,crux_of_the_matter
nonsense,bunk
nonsense,nonsensicality
nonsense,meaninglessness
nonsense,hokum
absurdity,absurdness
absurdity,ridiculousness
amphigory,nonsense_verse
balderdash,fiddle-faddle
balderdash,piffle
buzzword,cant
fa_la,fal_la
gibberish,gibber
incoherence,incoherency
incoherence,unintelligibility
mummery,flummery
palaver,hot_air
palaver,empty_words
palaver,empty_talk
palaver,rhetoric
rigmarole,rigamarole
shmegegge,schmegegge
stuff,stuff_and_nonsense
stuff,hooey
stuff,poppycock
babble,babbling
babble,lallation
blather,blatherskite
humbug,snake_oil
jabber,jabbering
jabber,gabble
baloney,boloney
baloney,bilgewater
baloney,bosh
baloney,drool
baloney,humbug
baloney,taradiddle
baloney,tarradiddle
baloney,tommyrot
baloney,tosh
baloney,twaddle
bullshit,bull
bullshit,Irish_bull
bullshit,horseshit
bullshit,shit
bullshit,crap
bullshit,dogshit
bunk,bunkum
bunk,buncombe
bunk,guff
bunk,rot
bunk,hogwash
folderol,rubbish
folderol,tripe
folderol,trumpery
folderol,trash
folderol,wish-wash
folderol,applesauce
folderol,codswallop
pap,pablum
drivel,garbage
analects,analecta
clipping,newspaper_clipping
clipping,press_clipping
clipping,cutting
clipping,press_cutting
cut,track
quotation,quote
quotation,citation
misquotation,misquote
movie,film
movie,picture
movie,moving_picture
movie,moving-picture_show
movie,motion_picture
movie,motion-picture_show
movie,picture_show
movie,pic
movie,flick
scene,shot
feature,feature_film
travelogue,travelog
Western,horse_opera
cartoon,animated_cartoon
cartoon,toon
documentary,docudrama
documentary,documentary_film
documentary,infotainment
silent_movie,silent_picture
silent_movie,silents
talking_picture,talkie
three-D,3-D
three-D,3D
broadcast,program
broadcast,programme
news_program,news_show
news_program,news
talk_show,chat_show
television_program,TV_program
television_program,television_show
television_program,TV_show
colorcast,colourcast
pilot_program,pilot_film
pilot_program,pilot
game_show,giveaway
serial,series
episode,installment
episode,instalment
telegram,wire
registered_mail,registered_post
letter,missive
covering_letter,cover_letter
encyclical,encyclical_letter
airmail_letter,air_letter
airmail_letter,aerogram
airmail_letter,aerogramme
note,short_letter
note,line
note,billet
love_letter,billet_doux
dead_letter,dead_mail
postcard,post_card
postcard,postal_card
postcard,mailing-card
acknowledgment,acknowledgement
farewell,word_of_farewell
adieu,adios
adieu,arrivederci
adieu,auf_wiedersehen
adieu,au_revoir
adieu,bye
adieu,bye-bye
adieu,cheerio
adieu,good-by
adieu,goodby
adieu,good-bye
adieu,goodbye
adieu,good_day
adieu,sayonara
adieu,so_long
bon_voyage,send-off
greeting,salutation
regard,wish
regard,compliments
reception,response
pax,kiss_of_peace
cordial_reception,hospitality
aloha,ciao
handshake,shake
handshake,handshaking
handshake,handclasp
hello,hullo
hello,hi
hello,howdy
hello,how-do-you-do
good_morning,morning
good_afternoon,afternoon
salute,military_greeting
calling_card,visiting_card
calling_card,card
condolence,commiseration
congratulation,felicitation
declination,regrets
information,info
details,inside_information
dope,poop
dope,the_skinny
dope,low-down
record,record_book
record,book
format,formatting
format,data_format
format,data_formatting
low-level_formatting,initialization
low-level_formatting,initialisation
Medical_Literature_Analysis_and_Retrieval_System,MEDLARS
machine_readable_dictionary,MRD
machine_readable_dictionary,electronic_dictionary
WordNet,Princeton_WordNet
basics,rudiments
index,index_number
index,indicant
index,indicator
body_mass_index,BMI
Dow_Jones,Dow-Jones_Industrial_Average
Standard_and_Poor's,Standard_and_Poor's_Index
price_index,price_level
producer_price_index,wholesale_price_index
consumer_price_index,CPI
consumer_price_index,cost-of-living_index
stock_index,stock_market_index
news,intelligence
news,tidings
news,word
intelligence,intelligence_information
clue,clew
clue,cue
DNA_fingerprint,genetic_fingerprint
face_recognition,facial_recognition
face_recognition,automatic_face_recognition
finger_scan,finger_scanning
footprint,footmark
footprint,step
sign,mark
trace,vestige
trace,tincture
trace,shadow
demonstration,monstrance
testimony,testimonial
argument,statement
clincher,determiner
clincher,determining_factor
reinforcement,reenforcement
documentation,certification
documentation,corroboration
guidance,counsel
guidance,counseling
guidance,counselling
guidance,direction
tip,lead
tip,steer
tip,confidential_information
tip,wind
tip,hint
rule,prescript
order,rules_of_order
order,parliamentary_law
order,parliamentary_procedure
principle,precept
ceiling,roof
ceiling,cap
floor,base
trade_barrier,import_barrier
embargo,trade_embargo
embargo,trade_stoppage
intervention,interference
nonintervention,noninterference
trade_policy,national_trading_policy
open-door_policy,open_door
ethic,ethical_code
regulation,ordinance
protocol,communications_protocol
file_transfer_protocol,FTP
anonymous_ftp,anonymous_file_transfer_protocol
hypertext_transfer_protocol,HTTP
musical_instrument_digital_interface,MIDI
transmission_control_protocol,TCP
transmission_control_protocol/internet_protocol,TCP/IP
closure,cloture
closure,gag_rule
closure,gag_law
closure_by_compartment,guillotine
code,codification
United_States_Code,U._S._Code
sanitary_code,health_code
quadratic_equation,quadratic
biquadratic_equation,biquadratic
Schrodinger_equation,Schrodinger_wave_equation
admonition,monition
admonition,warning
admonition,word_of_advice
example,deterrent_example
example,lesson
example,object_lesson
secret,arcanum
cabala,cabbala
cabala,cabbalah
cabala,kabala
cabala,kabbala
cabala,kabbalah
cabala,qabala
cabala,qabalah
password,watchword
password,word
password,parole
password,countersign
course_catalog,course_catalogue
course_catalog,prospectus
well,wellspring
well,fountainhead
course_of_study,program
course_of_study,programme
course_of_study,curriculum
course_of_study,syllabus
crash_course,crash_program
crash_course,crash_programme
printing,printing_process
typography,composition
small_print,fine_print
relief_printing,letterpress
intaglio_printing,intaglio
intaglio_printing,gravure
planographic_printing,planography
collotype,collotype_printing
collotype,photogelatin_process
photo-offset_printing,photo-offset
offset,offset_printing
report,news_report
report,story
report,account
report,write_up
newsletter,newssheet
news_bulletin,newsflash
news_bulletin,flash
news_bulletin,newsbreak
dispatch,despatch
dispatch,communique
exclusive,scoop
coverage,reporting
coverage,reportage
commitment,dedication
oath,swearing
guarantee,warrant
guarantee,warrantee
guarantee,warranty
security,surety
approval,commendation
sanction,countenance
sanction,endorsement
sanction,indorsement
sanction,warrant
sanction,imprimatur
O.K.,OK
O.K.,okay
O.K.,okey
O.K.,okeh
recognition,credit
memorial,commemoration
memorial,remembrance
ovation,standing_ovation
salute,salutation
connivance,secret_approval
connivance,tacit_consent
pass,liberty_chit
pass,laissez_passer
boarding_card,boarding_pass
pass,passport
safe-conduct,safeguard
acclaim,acclamation
acclaim,plaudits
acclaim,plaudit
acclaim,eclat
applause,hand_clapping
applause,clapping
hurrah,hooray
praise,congratulations
praise,kudos
praise,extolment
encomium,eulogy
encomium,panegyric
encomium,paean
encomium,pean
eulogy,eulogium
recommendation,testimonial
recommendation,good_word
character,reference
character,character_reference
blandishment,cajolery
blandishment,palaver
blarney,coaxing
blarney,soft_soap
blarney,sweet_talk
unction,smarm
unction,fulsomeness
award,accolade
award,honor
award,honour
award,laurels
tribute,testimonial
academic_degree,degree
associate_degree,associate
Associate_in_Arts,AA
Associate_in_Applied_Science,AAS
Associate_in_Nursing,AN
bachelor's_degree,baccalaureate
Bachelor_of_Arts,BA
Bachelor_of_Arts,Artium_Baccalaurens
Bachelor_of_Arts,AB
Bachelor_of_Arts_in_Library_Science,ABLS
Bachelor_of_Arts_in_Nursing,BAN
Bachelor_of_Divinity,BD
Bachelor_of_Literature,BLitt
Bachelor_of_Medicine,MB
Bachelor_of_Music,BMus
Bachelor_of_Naval_Science,BNS
Bachelor_of_Science,BS
Bachelor_of_Science,SB
Bachelor_of_Science_in_Architecture,BSArch
Bachelor_of_Theology,ThB
honours,honours_degree
first,first-class_honours_degree
Master_of_Architecture,MArch
Master_of_Arts,MA
Master_of_Arts,Artium_Magister
Master_of_Arts,AM
Master_of_Arts_in_Library_Science,MALS
Master_of_Arts_in_Teaching,MAT
Master_in_Business,Master_in_Business_Administration
Master_in_Business,MBA
Master_of_Divinity,MDiv
Master_of_Education,MEd
Master_of_Fine_Arts,MFA
Master_of_Literature,MLitt
Master_of_Library_Science,MLS
Master_of_Science,MS
Master_of_Science,SM
Master_of_Science,MSc
Master_of_Theology,ThM
doctor's_degree,doctorate
Doctor_of_Dental_Medicine,DMD
Doctor_of_Dental_Surgery,DDS
Doctor_of_Divinity,DD
Doctor_of_Education,EdD
Doctor_of_Education,DEd
Doctor_of_Medicine,MD
Doctor_of_Music,DMus
Doctor_of_Music,MusD
Doctor_of_Musical_Arts,AMusD
Doctor_of_Optometry,OD
Doctor_of_Osteopathy,DO
Doctor_of_Arts,D.A.
Ph.D.,PhD
Doctor_of_Public_Health,DPH
Doctor_of_Theology,ThD
Doctor_of_Sacred_Theology,STD
Bachelor_of_Laws,LLB
Master_of_Laws,LLM
honorary_degree,honoris_causa
Doctor_of_Arts,ArtsD
Doctor_of_Laws,LLD
Doctor_of_Science,DS
Doctor_of_Science,ScD
pennant,crown
cachet,seal
cachet,seal_of_approval
citation,commendation
mention,honorable_mention
letter,varsity_letter
decoration,laurel_wreath
decoration,medal
decoration,medallion
decoration,palm
decoration,ribbon
Medal_of_Honor,Congressional_Medal_of_Honor
Silver_Star_Medal,Silver_Star
Bronze_Star_Medal,Bronze_Star
Order_of_the_Purple_Heart,Purple_Heart
disapprobation,condemnation
censure,animadversion
demonization,demonisation
criticism,unfavorable_judgment
faultfinding,carping
fire,attack
fire,flak
fire,flack
fire,blast
rebuke,reproof
rebuke,reproval
rebuke,reprehension
rebuke,reprimand
sermon,preaching
chiding,scolding
chiding,objurgation
chiding,tongue-lashing
wig,wigging
castigation,earful
castigation,bawling_out
castigation,chewing_out
castigation,upbraiding
castigation,going-over
castigation,dressing_down
berating,blowing_up
self-reproach,self-reproof
blame,rap
lecture,speech
lecture,talking_to
correction,chastening
correction,chastisement
admonition,admonishment
admonition,monition
disrespect,discourtesy
abuse,insult
abuse,revilement
abuse,contumely
abuse,vilification
contempt,scorn
jeer,jeering
jeer,mockery
jeer,scoff
jeer,scoffing
sneer,leer
put-down,squelch
put-down,squelcher
put-down,takedown
stultification,befooling
disparagement,depreciation
disparagement,derogation
denigration,belittling
aspersion,slur
detraction,petty_criticism
condescension,disdain
condescension,patronage
defamation,calumny
defamation,calumniation
defamation,obloquy
defamation,traducement
defamation,hatchet_job
character_assassination,assassination
character_assassination,blackwash
smear,vilification
smear,malignment
name_calling,names
name,epithet
scurrility,billingsgate
stinger,cut
vituperation,invective
vituperation,vitriol
impudence,cheek
impudence,impertinence
sass,sassing
sass,backtalk
sass,back_talk
sass,lip
sass,mouth
interpolation,insertion
truth,true_statement
gospel,gospel_truth
description,verbal_description
specification,spec
neural_network,neural_net
announcement,proclamation
announcement,annunciation
announcement,declaration
bull,papal_bull
manifesto,pronunciamento
pronouncement,dictum
pronouncement,say-so
assertion,averment
assertion,asseveration
accusation,charge
allegation,allegement
ipse_dixit,ipsedixitism
formula,expression
avowal,avouchment
avowal,affirmation
reassertion,reaffirmation
profession,professing
postulation,predication
circumstantial_evidence,indirect_evidence
bid,bidding
contract,declaration
overbid,overcall
preemptive_bid,pre-empt
preemptive_bid,preempt
explanation,account
explicandum,explanandum
oversimplification,simplism
cause,reason
cause,grounds
defense,defence
defense,vindication
apology,apologia
excuse,alibi
excuse,exculpation
excuse,self-justification
extenuation,mitigation
exposition,expounding
moralizing,moralization
moralizing,moralisation
solution,answer
solution,result
solution,resolution
solution,solvent
gloss,rubric
deriving,derivation
deriving,etymologizing
answer,reply
answer,response
announcement,promulgation
handout,press_release
handout,release
obituary,obit
obituary,necrology
program,programme
prediction,foretelling
prediction,forecasting
prediction,prognostication
meteorology,weather_forecasting
prognosis,forecast
prophecy,divination
weather_forecast,weather_outlook
particular,particular_proposition
universal,universal_proposition
categorem,categoreme
syncategorem,syncategoreme
conclusion,ratiocination
postulate,posit
premise,premiss
premise,assumption
major_premise,major_premiss
minor_premise,minor_premiss
minor_premise,subsumption
condition,precondition
condition,stipulation
provision,proviso
falsehood,falsity
falsehood,untruth
dodge,dodging
dodge,scheme
lie,prevarication
fib,story
fib,tale
fib,tarradiddle
fib,taradiddle
fairytale,fairy_tale
fairytale,fairy_story
fairytale,cock-and-bull_story
fairytale,song_and_dance
whopper,walloper
fabrication,fiction
fabrication,fable
misrepresentation,deceit
misrepresentation,deception
facade,window_dressing
exaggeration,overstatement
exaggeration,magnification
pretense,pretence
pretense,feigning
pretense,dissembling
pretext,stalking-horse
hypocrisy,lip_service
subterfuge,blind
trickery,hocus-pocus
trickery,slickness
trickery,hanky_panky
trickery,jiggery-pokery
trickery,skulduggery
trickery,skullduggery
fraudulence,duplicity
evasion,equivocation
circumlocution,indirect_expression
hedge,hedging
quibble,quiddity
quibble,cavil
fine_print,small_print
reservation,qualification
comment,commentary
note,annotation
note,notation
citation,cite
citation,acknowledgment
citation,credit
citation,reference
citation,mention
citation,quotation
footnote,footer
nota_bene,NB
nota_bene,N.B.
postscript,PS
cross-reference,cross-index
remark,comment
remark,input
gambit,ploy
obiter_dictum,dictum
obiter_dictum,passing_comment
mention,reference
observation,reflection
observation,reflexion
wisecrack,crack
wisecrack,sally
wisecrack,quip
shot,shaft
shot,slam
shot,dig
shot,barb
shot,jibe
shot,gibe
conversation_stopper,stopper
demythologization,demythologisation
mythologization,mythologisation
error,mistake
misprint,erratum
misprint,typographical_error
misprint,typo
misprint,literal_error
misprint,literal
malapropism,malaprop
agreement,understanding
condition,term
bargain,deal
covenant,compact
covenant,concordat
entente,entente_cordiale
treaty,pact
treaty,accord
peace,peace_treaty
peace,pacification
treacle,mush
treacle,slop
treacle,glop
wit,humor
wit,humour
wit,witticism
wit,wittiness
bon_mot,mot
pungency,bite
sarcasm,irony
sarcasm,satire
sarcasm,caustic_remark
banter,raillery
banter,give-and-take
banter,backchat
joke,gag
joke,laugh
joke,jest
joke,jape
punch_line,laugh_line
punch_line,gag_line
punch_line,tag_line
belly_laugh,sidesplitter
belly_laugh,howler
belly_laugh,thigh-slapper
belly_laugh,scream
belly_laugh,wow
belly_laugh,riot
dirty_joke,dirty_story
dirty_joke,blue_joke
dirty_joke,blue_story
funny_story,good_story
funny_story,funny_remark
funny_story,funny
sight_gag,visual_joke
caricature,imitation
caricature,impersonation
parody,lampoon
parody,spoof
parody,sendup
parody,mockery
parody,takeoff
parody,burlesque
parody,travesty
parody,charade
parody,pasquinade
parody,put-on
cartoon,sketch
fun,play
fun,sport
jocosity,jocularity
waggery,waggishness
drollery,clowning
drollery,comedy
drollery,funniness
pun,punning
pun,wordplay
pun,paronomasia
opinion,view
guess,conjecture
guess,supposition
guess,surmise
guess,surmisal
guess,speculation
guess,hypothesis
side,position
question,head
question_of_fact,matter_of_fact
question_of_law,matter_of_law
puzzle,puzzler
puzzle,mystifier
puzzle,teaser
riddle,conundrum
riddle,enigma
riddle,brain-teaser
poser,stumper
poser,toughie
poser,sticker
crossword_puzzle,crossword
word_square,acrostic
direction,instruction
address,destination
address,name_and_address
standard_generalized_markup_language,SGML
hypertext_markup_language,hypertext_mark-up_language
hypertext_markup_language,HTML
toponymy,toponomy
recipe,formula
religious_doctrine,church_doctrine
religious_doctrine,gospel
religious_doctrine,creed
dogma,tenet
ecumenism,ecumenicism
ecumenism,ecumenicalism
Immaculate_Conception,Immaculate_Conception_of_the_Virgin_Mary
signal,signaling
signal,sign
starting_signal,start
radio_beam,beam
tickler,tickler_file
poster,posting
poster,placard
poster,notice
poster,bill
poster,card
show_bill,show_card
show_bill,theatrical_poster
flash_card,flashcard
signpost,guidepost
fingerpost,fingerboard
mark,stigma
mark,brand
mark,stain
bar_sinister,bend_sinister
cloven_hoof,cloven_foot
token,item
postage,postage_stamp
postage,stamp
birdcall,call
birdcall,birdsong
birdcall,song
indication,indicant
signalization,signalisation
mark,print
hoofprint,hoof_mark
hoofprint,hoof-mark
squiggle,curlicue
underscore,underline
contour,contour_line
isometric_line,isometric
harbinger,forerunner
harbinger,predecessor
harbinger,herald
harbinger,precursor
hint,clue
alarm,alert
alarm,warning_signal
alarm,alarum
distress_signal,distress_call
taps,lights-out
reveille,wake-up_signal
tattle,singing
tattle,telling
telegraphic_signal,radiotelegraphic_signal
dot,dit
dash,dah
whistle,whistling
numeral,number
Arabic_numeral,Hindu_numeral
Arabic_numeral,Hindu-Arabic_numeral
horn_of_plenty,cornucopia
notation,notational_system
numeration_system,number_system
numeration_system,number_representation_system
numeration_system,system_of_numeration
positional_notation,positional_representation_system
pound,pound_sign
binary_numeration_system,pure_binary_numeration_system
binary_numeration_system,binary_number_system
binary_numeration_system,binary_system
octal_numeration_system,octal_number_system
decimal_numeration_system,decimal_number_system
decimal_numeration_system,decimal_system
duodecimal_number_system,duodecimal_system
hexadecimal_notation,sexadecimal_notation
hexadecimal_number_system,sexadecimal_number_system
hexadecimal_number_system,hexadecimal_system
decimal_point,percentage_point
decimal_point,point
exponent,power
exponent,index
logarithm,log
antilogarithm,antilog
natural_logarithm,Napierian_logarithm
mantissa,fixed-point_part
fixed-point_notation,fixed-point_representation_system
floating-point_notation,floating-point_representation_system
prefix_notation,Lukasiewicz_notation
prefix_notation,Polish_notation
postfix_notation,suffix_notation
postfix_notation,reverse_Polish_notation
score,musical_score
obbligato,obligato
formula,chemical_formula
written_symbol,printed_symbol
arrow,pointer
call_mark,call_number
call_mark,pressmark
check_mark,check
check_mark,tick
character,grapheme
character,graphic_symbol
readout,read-out
superscript,superior
subscript,inferior
control_character,ASCII_control_character
diacritical_mark,diacritic
ditto_mark,ditto
dollar_mark,dollar_sign
dollar,dollar_mark
dollar,dollar_sign
point,head
accent,accent_mark
acute_accent,acute
acute_accent,ague
grave_accent,grave
hacek,wedge
umlaut,dieresis
umlaut,diaeresis
capital,capital_letter
capital,uppercase
capital,upper-case_letter
capital,majuscule
small_letter,lowercase
small_letter,lower-case_letter
small_letter,minuscule
small_capital,small_cap
font,fount
font,typeface
font,face
font,case
typewriter_font,constant-width_font
typewriter_font,fixed-width_font
typewriter_font,monospaced_font
font_cartridge,cartridge_font
Gothic,black_letter
modern,modern_font
modern,Bodoni
modern,Bodoni_font
old_style,old_style_font
boldface,bold_face
boldface,bold
roman,roman_type
roman,roman_letters
roman,roman_print
screen_font,raster_font
sans_serif,Helvetica
serif,seriph
percent_sign,percentage_sign
asterisk,star
dagger,obelisk
double_dagger,double_obelisk
double_dagger,diesis
letter,letter_of_the_alphabet
letter,alphabetic_character
digraph,digram
A,a
B,b
C,c
D,d
E,e
F,f
G,g
H,h
I,i
J,j
K,k
L,l
M,m
N,n
O,o
P,p
Q,q
R,r
S,s
T,t
U,u
V,v
W,w
W,double-u
X,x
X,ex
Y,y
Y,wye
Z,z
Z,zee
Z,zed
Z,ezed
Z,izzard
chi,khi
space,blank
polyphone,polyphonic_letter
block_letter,block_capital
rune,runic_letter
ideogram,ideograph
logogram,logograph
punctuation,punctuation_mark
bracket,square_bracket
bracket,angle_bracket
exclamation_mark,exclamation_point
hyphen,dash
period,point
period,full_stop
period,stop
period,full_point
question_mark,interrogation_point
quotation_mark,quote
quotation_mark,inverted_comma
solidus,slash
solidus,virgule
solidus,diagonal
solidus,stroke
solidus,separatrix
trade_name,brand_name
trade_name,brand
trade_name,marque
label,recording_label
authentication,hallmark
authentication,assay-mark
stamp,impression
imprint,embossment
revenue_stamp,stamp
phylactery,tefillin
scale,musical_scale
flourish,fanfare
flourish,tucket
swoop,slide
tonic,keynote
subtonic,leading_tone
pedal_point,pedal
interval,musical_interval
tone,whole_tone
tone,step
tone,whole_step
semitone,half_step
quarter_tone,quarter-tone
octave,musical_octave
trill,shake
ecclesiastical_mode,Gregorian_mode
ecclesiastical_mode,church_mode
ecclesiastical_mode,medieval_mode
major_scale,major_diatonic_scale
minor_scale,minor_diatonic_scale
pentatonic_scale,pentatone
mode,musical_mode
staff,stave
ledger_line,leger_line
treble_clef,treble_staff
treble_clef,G_clef
bass_clef,F_clef
alto_clef,viola_clef
key_signature,signature
key,tonality
atonality,atonalism
major_key,major_mode
minor_key,minor_mode
tonic_key,home_key
time_signature,musical_time_signature
measure,bar
note,musical_note
note,tone
C_major,C_major_scale
C_major,scale_of_C_major
natural,cancel
solmization,solmisation
tonic_solfa,solfa
do,doh
do,ut
re,ray
sol,soh
sol,so
la,lah
ti,te
ti,si
common_chord,triad
passing_note,passing_tone
whole_note,semibreve
half_note,minim
quarter_note,crotchet
eighth_note,quaver
sixteenth_note,semiquaver
thirty-second_note,demisemiquaver
sixty-fourth_note,hemidemisemiquaver
grace_note,appoggiatura
grace_note,acciaccatura
bass,bass_voice
bass,basso
baritone,baritone_voice
tenor,tenor_voice
countertenor,alto
contralto,alto
mezzo-soprano,mezzo
traffic_light,traffic_signal
traffic_light,stoplight
green_light,go-ahead
red_light,warning_light
flare,flash
flag,signal_flag
code_flag,nautical_signal_flag
sign_language,signing
finger_spelling,fingerspelling
ASL,American_sign_language
gesture,motion
facial_expression,facial_gesture
grimace,face
pout,moue
pout,wry_face
frown,scowl
smile,smiling
smile,grin
smile,grinning
demonstration,demo
display,show
gaudery,pomp
expression,manifestation
expression,reflection
expression,reflexion
exemplification,illustration
emblem,allegory
national_flag,ensign
Star_of_David,Shield_of_David
Star_of_David,Magen_David
Star_of_David,Mogen_David
Star_of_David,Solomon's_seal
Agnus_Dei,Paschal_Lamb
swastika,Hakenkreuz
service_stripe,hashmark
service_stripe,hash_mark
ID,I.D.
personal_identification_number,PIN
personal_identification_number,PIN_number
screening,showing
screening,viewing
preview,prevue
preview,trailer
ostentation,fanfare
ostentation,flash
bravado,bluster
flourish,brandish
performance,public_presentation
act,routine
act,number
act,turn
act,bit
show-stopper,showstopper
show-stopper,stopper
rendition,rendering
theatrical_performance,theatrical
theatrical_performance,representation
theatrical_performance,histrionics
programming_language,programing_language
application-oriented_language,problem-oriented_language
command_language,query_language
command_language,search_language
computer_language,computer-oriented_language
computer_language,machine_language
computer_language,machine-oriented_language
object_language,target_language
object-oriented_programming_language,object-oriented_programing_language
LISP,list-processing_language
Prolog,logic_programing
Prolog,logic_programming
substrate,substratum
superstrate,superstratum
natural_language,tongue
mother_tongue,maternal_language
mother_tongue,first_language
tone_language,tonal_language
Chinook_Jargon,Oregon_Jargon
lingua_franca,interlanguage
lingua_franca,koine
Amerind,Amerindian_language
Amerind,American-Indian_language
Amerind,American_Indian
Amerind,Indian
Algonquian,Algonquin
Algonquian,Algonquian_language
Atakapa,Atakapan
Atakapa,Attacapa
Atakapa,Attacapan
Athapaskan,Athapascan
Athapaskan,Athabaskan
Athapaskan,Athabascan
Athapaskan,Athapaskan_language
Algonkian,Algonkin
Arapaho,Arapahoe
Iowa,Ioway
Oto,Otoe
Hidatsa,Gros_Ventre
Kansa,Kansas
Malecite,Maleseet
Massachuset,Massachusetts
Menomini,Menominee
Mohican,Mahican
Oglala,Ogalala
Ojibwa,Ojibway
Ojibwa,Chippewa
Ponca,Ponka
Choctaw,Chahta
Muskhogean,Muskhogean_language
Muskhogean,Muskogean
Muskhogean,Muskogean_language
Salish,Salishan
Wakashan,Wakashan_language
Shoshonean,Shoshonean_language
Shoshonean,Shoshonian
Shoshonean,Shoshonian_language
Caddo,Caddoan
Caddo,Caddoan_language
Arikara,Aricara
Iroquoian,Iroquois
Iroquoian,Iroquoian_language
Quechua,Quechuan
Quechua,Quechuan_language
Quechua,Kechua
Quechua,Kechuan
Maraco,Maracan_language
Tupi-Guarani,Tupi-Guarani_language
Arawak,Arawakan
Carib,Caribbean_language
Eskimo-Aleut,Eskimo-Aleut_language
Eskimo,Esquimau
Uto-Aztecan,Uto-Aztecan_language
Zapotec,Zapotecan
Maya,Mayan
Maya,Mayan_language
Navaho,Navajo
